Iteration; Energy; Damage
992;51.050.941;40.000.000
993;52.050.941;40.000.000
994;53.050.941;40.000.000
995;54.050.941;40.000.000
996;55.050.941;40.000.000
997;56.050.941;40.000.000
998;57.050.941;40.000.000
999;58.050.941;40.000.000
1000;59.050.941;40.000.000
1001;60.050.941;40.000.000
1002;61.050.941;40.000.000
1003;62.050.941;40.000.000
1004;63.050.941;40.000.000
1005;64.050.941;40.000.000
1006;65.050.941;40.000.000
1007;66.050.941;40.000.000
1008;67.050.941;40.000.000
1009;68.050.941;40.000.000
1010;69.050.941;40.000.000
1011;70.050.941;40.000.000
1012;71.050.941;40.000.000
1013;72.050.941;40.000.000
1014;73.050.941;40.000.000
1015;74.050.941;40.000.000
1016;75.050.941;40.000.000
1017;76.050.941;40.000.000
1018;77.050.941;40.000.000
1019;78.050.941;40.000.000
1020;79.050.941;40.000.000
1021;80.050.941;40.000.000
1022;81.050.941;40.000.000
1023;82.050.941;40.000.000
1024;83.050.941;40.000.000
1025;84.050.941;40.000.000
1026;85.050.941;40.000.000
1027;86.050.941;40.000.000
1028;87.050.941;40.000.000
1029;88.050.941;40.000.000
1030;89.050.941;40.000.000
1031;90.050.941;40.000.000
1032;91.050.941;40.000.000
1033;92.050.941;40.000.000
1034;93.050.941;40.000.000
1035;94.050.941;40.000.000
1036;95.050.941;40.000.000
1037;96.050.941;40.000.000
1038;97.050.941;40.000.000
1039;98.050.941;40.000.000
1040;99.050.941;40.000.000
1041;100.000.000;40.000.000
1042;99.900.002;40.000.000
1043;99.800.003;40.000.000
1044;100.000.000;40.000.000
1045;99.900.002;40.000.000
1046;100.000.000;40.000.000
1047;99.900.002;40.000.000
1048;100.000.000;40.000.000
1049;99.900.002;40.000.000
1050;100.000.000;40.000.000
1051;99.900.002;40.000.000
1052;100.000.000;40.000.000
1053;99.900.002;40.000.000
1054;100.000.000;40.000.000
1055;99.900.002;40.000.000
1056;100.000.000;40.000.000
1057;99.900.002;40.000.000
1058;100.000.000;40.000.000
1059;99.900.002;40.000.000
1060;100.000.000;40.000.000
1061;99.900.002;40.000.000
1062;100.000.000;40.000.000
1063;99.900.002;40.000.000
1064;100.000.000;40.000.000
1065;99.900.002;40.000.000
1066;100.000.000;40.000.000
1067;99.900.002;40.000.000
1068;100.000.000;40.000.000
1069;99.900.002;40.000.000
1070;100.000.000;40.000.000
1071;99.900.002;40.000.000
1072;100.000.000;40.000.000
1073;99.900.002;40.000.000
1074;100.000.000;40.000.000
1075;99.900.002;40.000.000
1076;100.000.000;40.000.000
1077;99.900.002;40.000.000
1078;100.000.000;40.000.000
1079;99.900.002;40.000.000
1080;100.000.000;40.000.000
1081;99.900.002;40.000.000
1082;99.800.003;40.000.000
1083;99.700.005;40.000.000
1084;99.600.006;40.000.000
1085;99.500.008;40.000.000
1086;99.400.009;40.000.000
1087;99.300.011;40.000.000
1088;99.200.012;40.000.000
1089;99.100.014;40.000.000
1090;99.000.015;40.000.000
1091;98.900.017;40.000.000
1092;98.800.018;40.000.000
1093;98.700.020;40.000.000
1094;98.600.021;40.000.000
1095;98.500.023;40.000.000
1096;98.400.024;40.000.000
1097;98.300.026;40.000.000
1098;98.200.027;40.000.000
1099;98.100.029;40.000.000
1100;98.000.031;40.000.000
1101;97.900.032;40.000.000
1102;97.800.034;40.000.000
1103;97.700.035;40.000.000
1104;97.600.037;40.000.000
1105;97.500.038;40.000.000
1106;97.400.040;40.000.000
1107;97.300.041;40.000.000
1108;97.200.043;40.000.000
1109;97.100.044;40.000.000
1110;97.000.046;40.000.000
1111;96.900.047;40.000.000
1112;96.800.049;40.000.000
1113;96.700.050;40.000.000
1114;96.600.052;40.000.000
1115;96.500.053;40.000.000
1116;96.400.055;40.000.000
1117;96.300.056;40.000.000
1118;96.200.058;40.000.000
1119;96.100.060;40.000.000
1120;96.000.061;40.000.000
1121;95.900.063;40.000.000
1122;95.800.064;40.000.000
1123;95.700.066;40.000.000
1124;95.600.067;40.000.000
1125;95.500.069;40.000.000
1126;95.400.070;40.000.000
1127;95.300.072;40.000.000
1128;95.200.073;40.000.000
1129;95.100.075;40.000.000
1130;96.100.075;40.000.000
1131;97.100.075;40.000.000
1132;98.100.075;40.000.000
1133;99.100.075;40.000.000
1134;100.000.000;40.000.000
1135;99.900.002;40.000.000
1136;99.800.003;40.000.000
1137;100.000.000;40.000.000
1138;99.900.002;40.000.000
1139;100.000.000;40.000.000
1140;99.900.002;40.000.000
1141;100.000.000;40.000.000
1142;99.900.002;40.000.000
1143;99.800.003;40.000.000
1144;100.000.000;40.000.000
1145;99.900.002;40.000.000
1146;100.000.000;40.000.000
1147;99.900.002;40.000.000
1148;100.000.000;40.000.000
1149;99.900.002;40.000.000
1150;100.000.000;40.000.000
1151;99.900.002;40.000.000
1152;100.000.000;40.000.000
1153;99.900.002;40.000.000
1154;100.000.000;40.000.000
1155;99.900.002;40.000.000
1156;100.000.000;40.000.000
1157;99.900.002;40.000.000
1158;100.000.000;40.000.000
1159;99.900.002;40.000.000
1160;100.000.000;40.000.000
1161;99.900.002;40.000.000
1162;99.800.003;40.000.000
1163;99.700.005;40.000.000
1164;99.600.006;40.000.000
1165;99.500.008;40.000.000
1166;99.400.009;40.000.000
1167;99.300.011;40.000.000
1168;99.200.012;40.000.000
1169;99.100.014;40.000.000
1170;99.000.015;40.000.000
1171;98.900.017;40.000.000
1172;98.800.018;40.000.000
1173;98.700.020;40.000.000
1174;98.600.021;40.000.000
1175;98.500.023;40.000.000
1176;98.400.024;40.000.000
1177;98.300.026;40.000.000
1178;98.200.027;40.000.000
1179;98.100.029;40.000.000
1180;98.000.031;40.000.000
1181;97.900.032;40.000.000
1182;97.800.034;40.000.000
1183;97.700.035;40.000.000
1184;97.600.037;40.000.000
1185;97.500.038;40.000.000
1186;97.400.040;40.000.000
1187;97.300.041;40.000.000
1188;97.200.043;40.000.000
1189;97.100.044;40.000.000
1190;97.000.046;40.000.000
1191;96.900.047;40.000.000
1192;96.800.049;40.000.000
1193;96.700.050;40.000.000
1194;96.600.052;40.000.000
1195;96.500.053;40.000.000
1196;96.400.055;40.000.000
1197;96.300.056;40.000.000
1198;96.200.058;40.000.000
1199;96.100.060;40.000.000
1200;96.000.061;40.000.000
1201;95.900.063;40.000.000
1202;95.800.064;40.000.000
1203;95.700.066;40.000.000
1204;95.600.067;40.000.000
1205;95.500.069;40.000.000
1206;95.400.070;40.000.000
1207;95.300.072;40.000.000
1208;95.200.073;40.000.000
1209;95.100.075;40.000.000
1210;95.000.076;40.000.000
1211;94.900.078;40.000.000
1212;94.800.079;40.000.000
1213;94.700.081;40.000.000
1214;94.600.082;40.000.000
1215;94.500.084;40.000.000
1216;94.400.085;40.000.000
1217;94.300.087;40.000.000
1218;94.200.089;40.000.000
1219;94.100.090;40.000.000
1220;94.000.092;40.000.000
1221;93.900.093;40.000.000
1222;93.800.095;40.000.000
1223;93.700.096;40.000.000
1224;93.600.098;40.000.000
1225;93.500.099;40.000.000
1226;93.400.101;40.000.000
1227;93.300.102;40.000.000
1228;93.200.104;40.000.000
1229;93.100.105;40.000.000
1230;93.000.107;40.000.000
1231;92.900.108;40.000.000
1232;92.800.110;40.000.000
1233;92.700.111;40.000.000
1234;92.600.113;40.000.000
1235;92.500.114;40.000.000
1236;92.400.116;40.000.000
1237;92.300.117;40.000.000
1238;92.200.119;40.000.000
1239;92.100.121;40.000.000
1240;92.000.122;40.000.000
1241;91.900.124;40.000.000
1242;91.800.125;40.000.000
1243;91.700.127;40.000.000
1244;91.600.128;40.000.000
1245;91.500.130;40.000.000
1246;91.400.131;40.000.000
1247;91.300.133;40.000.000
1248;91.200.134;40.000.000
1249;91.100.136;40.000.000
1250;91.000.137;40.000.000
1251;90.900.139;40.000.000
1252;90.800.140;40.000.000
1253;90.700.142;40.000.000
1254;90.600.143;40.000.000
1255;90.500.145;40.000.000
1256;90.400.146;40.000.000
1257;90.300.148;40.000.000
1258;90.200.150;40.000.000
1259;90.100.151;40.000.000
1260;90.000.153;40.000.000
1261;89.900.154;40.000.000
1262;89.800.156;40.000.000
1263;89.700.157;40.000.000
1264;89.600.159;40.000.000
1265;89.500.160;40.000.000
1266;89.400.162;40.000.000
1267;89.300.163;40.000.000
1268;89.200.165;40.000.000
1269;89.100.166;40.000.000
1270;89.000.168;40.000.000
1271;88.900.169;40.000.000
1272;88.800.171;40.000.000
1273;88.700.172;40.000.000
1274;88.600.174;40.000.000
1275;88.500.175;40.000.000
1276;88.400.177;40.000.000
1277;88.300.179;40.000.000
1278;88.200.180;40.000.000
1279;88.100.182;40.000.000
1280;88.000.183;40.000.000
1281;87.900.185;40.000.000
1282;87.800.186;40.000.000
1283;87.700.188;40.000.000
1284;87.600.189;40.000.000
1285;87.500.191;40.000.000
1286;87.400.192;40.000.000
1287;87.300.194;40.000.000
1288;87.200.195;40.000.000
1289;87.100.197;40.000.000
1290;87.000.198;40.000.000
1291;86.900.200;40.000.000
1292;86.800.201;40.000.000
1293;86.700.203;40.000.000
1294;86.600.204;40.000.000
1295;86.500.206;40.000.000
1296;86.400.208;40.000.000
1297;86.300.209;40.000.000
1298;86.200.211;40.000.000
1299;86.100.212;40.000.000
1300;86.000.214;40.000.000
1301;85.900.215;40.000.000
1302;85.800.217;40.000.000
1303;85.700.218;40.000.000
1304;85.600.220;40.000.000
1305;85.500.221;40.000.000
1306;85.400.223;40.000.000
1307;85.300.224;40.000.000
1308;85.200.226;40.000.000
1309;85.100.227;40.000.000
1310;85.000.229;40.000.000
1311;84.900.230;40.000.000
1312;84.800.232;40.000.000
1313;84.700.233;40.000.000
1314;84.600.235;40.000.000
1315;84.500.237;40.000.000
1316;84.400.238;40.000.000
1317;84.300.240;40.000.000
1318;84.200.241;40.000.000
1319;84.100.243;40.000.000
1320;84.000.244;40.000.000
1321;83.900.246;40.000.000
1322;83.800.247;40.000.000
1323;83.700.249;40.000.000
1324;83.600.250;40.000.000
1325;83.500.252;40.000.000
1326;83.400.253;40.000.000
1327;83.300.255;40.000.000
1328;83.200.256;40.000.000
1329;83.100.258;40.000.000
1330;83.000.259;40.000.000
1331;82.900.261;40.000.000
1332;82.800.262;40.000.000
1333;82.700.264;40.000.000
1334;82.600.266;40.000.000
1335;82.500.267;40.000.000
1336;82.400.269;40.000.000
1337;82.300.270;40.000.000
1338;82.200.272;40.000.000
1339;82.100.273;40.000.000
1340;82.000.275;40.000.000
1341;81.900.276;40.000.000
1342;81.800.278;40.000.000
1343;81.700.279;40.000.000
1344;81.600.281;40.000.000
1345;81.500.282;40.000.000
1346;81.400.284;40.000.000
1347;81.300.285;40.000.000
1348;81.200.287;40.000.000
1349;81.100.288;40.000.000
1350;81.000.290;40.000.000
1351;80.900.291;40.000.000
1352;80.800.293;40.000.000
1353;80.700.294;40.000.000
1354;80.600.296;40.000.000
1355;80.500.298;40.000.000
1356;80.400.299;40.000.000
1357;80.300.301;40.000.000
1358;80.200.302;40.000.000
1359;80.100.304;40.000.000
1360;80.000.305;40.000.000
1361;79.900.307;40.000.000
1362;79.800.308;40.000.000
1363;79.700.310;40.000.000
1364;79.600.311;40.000.000
1365;79.500.313;40.000.000
1366;79.400.314;40.000.000
1367;79.300.316;40.000.000
1368;79.200.317;40.000.000
1369;79.100.319;40.000.000
1370;79.000.320;40.000.000
1371;78.900.322;40.000.000
1372;78.800.323;40.000.000
1373;78.700.325;40.000.000
1374;78.600.327;40.000.000
1375;78.500.328;40.000.000
1376;78.400.330;40.000.000
1377;78.300.331;40.000.000
1378;78.200.333;40.000.000
1379;78.100.334;40.000.000
1380;78.000.336;40.000.000
1381;77.900.337;40.000.000
1382;77.800.339;40.000.000
1383;77.700.340;40.000.000
1384;77.600.342;40.000.000
1385;77.500.343;40.000.000
1386;77.400.345;40.000.000
1387;77.300.346;40.000.000
1388;77.200.348;40.000.000
1389;77.100.349;40.000.000
1390;77.000.351;40.000.000
1391;76.900.352;40.000.000
1392;76.800.354;40.000.000
1393;76.700.356;40.000.000
1394;76.600.357;40.000.000
1395;76.500.359;40.000.000
1396;76.400.360;40.000.000
1397;76.300.362;40.000.000
1398;76.200.363;40.000.000
1399;76.100.365;40.000.000
1400;76.000.366;40.000.000
1401;75.900.368;40.000.000
1402;75.800.369;40.000.000
1403;75.700.371;40.000.000
1404;75.600.372;40.000.000
1405;75.500.374;40.000.000
1406;75.400.375;40.000.000
1407;75.300.377;40.000.000
1408;75.200.378;40.000.000
1409;75.100.380;40.000.000
1410;75.000.381;40.000.000
1411;74.900.383;40.000.000
1412;74.800.385;40.000.000
1413;74.700.386;40.000.000
1414;74.600.388;40.000.000
1415;74.500.389;40.000.000
1416;74.400.391;40.000.000
1417;74.300.392;40.000.000
1418;74.200.394;40.000.000
1419;74.100.395;40.000.000
1420;74.000.397;40.000.000
1421;73.900.398;40.000.000
1422;73.800.400;40.000.000
1423;73.700.401;40.000.000
1424;73.600.403;40.000.000
1425;73.500.404;40.000.000
1426;73.400.406;40.000.000
1427;73.300.407;40.000.000
1428;73.200.409;40.000.000
1429;73.100.410;40.000.000
1430;73.000.412;40.000.000
1431;72.900.414;40.000.000
1432;72.800.415;40.000.000
1433;72.700.417;40.000.000
1434;72.600.418;40.000.000
1435;72.500.420;40.000.000
1436;72.400.421;40.000.000
1437;72.300.423;40.000.000
1438;72.200.424;40.000.000
1439;72.100.426;40.000.000
1440;72.000.427;40.000.000
1441;71.900.429;40.000.000
1442;71.800.430;40.000.000
1443;71.700.432;40.000.000
1444;71.600.433;40.000.000
1445;71.500.435;40.000.000
1446;71.400.436;40.000.000
1447;71.300.438;40.000.000
1448;71.200.439;40.000.000
1449;71.100.441;40.000.000
1450;71.000.443;40.000.000
1451;70.900.444;40.000.000
1452;70.800.446;40.000.000
1453;70.700.447;40.000.000
1454;70.600.449;40.000.000
1455;70.500.450;40.000.000
1456;70.400.452;40.000.000
1457;70.300.453;40.000.000
1458;70.200.455;40.000.000
1459;70.100.456;40.000.000
1460;70.000.458;40.000.000
1461;69.900.459;40.000.000
1462;69.800.461;40.000.000
1463;69.700.462;40.000.000
1464;69.600.464;40.000.000
1465;69.500.465;40.000.000
1466;69.400.467;40.000.000
1467;69.300.468;40.000.000
1468;69.200.470;40.000.000
1469;69.100.471;40.000.000
1470;69.000.473;40.000.000
1471;68.900.475;40.000.000
1472;68.800.476;40.000.000
1473;68.700.478;40.000.000
1474;68.600.479;40.000.000
1475;68.500.481;40.000.000
1476;68.400.482;40.000.000
1477;68.300.484;40.000.000
1478;68.200.485;40.000.000
1479;68.100.487;40.000.000
1480;68.000.488;40.000.000
1481;67.900.490;40.000.000
1482;67.800.491;40.000.000
1483;67.700.493;40.000.000
1484;67.600.494;40.000.000
1485;67.500.496;40.000.000
1486;67.400.497;40.000.000
1487;67.300.499;40.000.000
1488;67.200.500;40.000.000
1489;67.100.502;40.000.000
1490;67.000.504;40.000.000
1491;66.900.505;40.000.000
1492;66.800.507;40.000.000
1493;66.700.508;40.000.000
1494;66.600.510;40.000.000
1495;66.500.511;40.000.000
1496;66.400.513;40.000.000
1497;66.300.514;40.000.000
1498;66.200.516;40.000.000
1499;66.100.517;40.000.000
1500;66.000.519;40.000.000
1501;65.900.520;40.000.000
1502;65.800.522;40.000.000
1503;65.700.523;40.000.000
1504;65.600.525;40.000.000
1505;65.500.526;40.000.000
1506;65.400.528;40.000.000
1507;65.300.529;40.000.000
1508;65.200.531;40.000.000
1509;65.100.533;40.000.000
1510;65.000.534;40.000.000
1511;64.900.536;40.000.000
1512;64.800.537;40.000.000
1513;64.700.539;40.000.000
1514;64.600.540;40.000.000
1515;64.500.542;40.000.000
1516;64.400.543;40.000.000
1517;64.300.545;40.000.000
1518;64.200.546;40.000.000
1519;64.100.548;40.000.000
1520;64.000.549;45.000.000
1521;63.900.551;50.000.000
1522;63.800.552;55.000.000
1523;63.700.554;55.000.000
1524;63.600.555;60.000.000
1525;63.500.557;60.000.000
1526;63.400.558;60.000.000
1527;63.300.560;65.000.000
1528;63.250.561;65.000.000
1529;63.150.562;65.000.000
1530;63.100.563;65.000.000
1531;63.050.564;65.000.000
1532;63.000.565;65.000.000
1533;62.950.565;65.000.000
1534;62.900.566;65.000.000
1535;62.850.567;65.000.000
1536;62.800.568;65.000.000
1537;62.750.568;65.000.000
1538;62.700.569;65.000.000
1539;62.650.570;65.000.000
1540;62.600.571;65.000.000
1541;62.550.571;65.000.000
1542;62.500.572;65.000.000
1543;62.450.573;65.000.000
1544;62.400.574;65.000.000
1545;62.350.574;65.000.000
1546;62.300.575;65.000.000
1547;62.250.576;65.000.000
1548;62.200.577;65.000.000
1549;62.150.578;65.000.000
1550;62.100.578;65.000.000
1551;62.050.579;65.000.000
1552;62.000.580;65.000.000
1553;61.950.581;65.000.000
1554;61.900.581;65.000.000
1555;61.850.582;65.000.000
1556;61.800.583;65.000.000
1557;61.750.584;65.000.000
1558;61.700.584;65.000.000
1559;61.650.585;65.000.000
1560;61.600.586;65.000.000
1561;61.550.587;65.000.000
1562;61.500.587;65.000.000
1563;61.450.588;65.000.000
1564;61.440.590;65.000.000
1565;61.430.592;65.000.000
1566;61.420.593;65.000.000
1567;61.410.595;65.000.000
1568;61.400.597;65.000.000
1569;61.390.598;65.000.000
1570;61.380.600;65.000.000
1571;61.370.602;65.000.000
1572;61.360.603;65.000.000
1573;61.350.605;65.000.000
1574;61.340.607;65.000.000
1575;61.330.608;65.000.000
1576;61.320.610;65.000.000
1577;61.310.612;65.000.000
1578;61.300.613;65.000.000
1579;61.290.615;65.000.000
1580;61.280.617;65.000.000
1581;61.270.618;65.000.000
1582;61.260.620;65.000.000
1583;61.250.622;65.000.000
1584;61.240.623;65.000.000
1585;61.230.625;65.000.000
1586;61.220.627;65.000.000
1587;61.210.629;65.000.000
1588;61.210.629;64.500.000
1589;61.210.629;64.000.000
1590;61.210.629;63.500.000
1591;61.210.629;63.000.000
1592;61.210.629;62.500.000
1593;61.210.629;62.000.000
1594;61.210.629;61.500.000
1595;61.210.629;61.000.000
1596;61.210.629;60.500.000
1597;61.210.629;60.000.000
1598;61.210.629;59.500.000
1599;61.210.629;59.000.000
1600;61.210.629;58.500.000
1601;61.210.629;58.000.000
1602;61.210.629;57.500.000
1603;61.210.629;57.000.000
1604;61.210.629;56.500.000
1605;61.210.629;56.000.000
1606;61.210.629;55.500.000
1607;61.210.629;55.000.000
1608;61.210.629;54.500.000
1609;61.210.629;54.000.000
1610;61.210.629;53.500.000
1611;61.210.629;53.000.000
1612;61.210.629;52.500.000
1613;61.210.629;52.000.000
1614;61.210.629;51.500.000
1615;61.210.629;51.000.000
1616;61.210.629;50.500.000
1617;61.210.629;50.000.000
1618;61.210.629;49.500.000
1619;61.210.629;49.000.000
1620;61.210.629;48.500.000
1621;61.210.629;48.000.000
1622;61.210.629;47.500.000
1623;61.210.629;47.000.000
1624;61.210.629;46.500.000
1625;61.210.629;46.000.000
1626;61.210.629;45.500.000
1627;61.210.629;45.000.000
1628;61.210.629;44.500.000
1629;61.210.629;44.000.000
1630;61.210.629;43.500.000
1631;61.210.629;43.000.000
1632;61.210.629;42.500.000
1633;61.210.629;42.000.000
1634;61.210.629;41.500.000
1635;61.210.629;41.000.000
1636;61.210.629;40.500.000
1637;61.210.629;40.000.000
1638;61.210.629;39.500.000
1639;61.210.629;39.000.000
1640;61.210.629;38.500.000
1641;61.210.629;38.000.000
1642;61.210.629;37.500.000
1643;61.210.629;37.000.000
1644;61.210.629;36.500.000
1645;61.210.629;36.000.000
1646;61.210.629;35.500.000
1647;61.210.629;35.000.000
1648;61.210.629;34.500.000
1649;61.210.629;34.000.000
1650;61.210.629;33.500.000
1651;61.210.629;33.000.000
1652;61.210.629;32.500.000
1653;61.210.629;32.000.000
1654;61.210.629;31.500.000
1655;61.210.629;31.000.000
1656;61.210.629;30.500.000
1657;61.210.629;30.000.000
1658;61.210.629;29.500.000
1659;61.210.629;29.000.000
1660;61.210.629;28.500.000
1661;61.210.629;28.000.000
1662;61.210.629;27.500.000
1663;61.210.629;27.000.000
1664;61.210.629;26.500.000
1665;61.210.629;26.000.000
1666;61.210.629;25.500.000
1667;61.210.629;25.000.000
1668;61.210.629;24.500.000
1669;61.210.629;24.000.000
1670;61.210.629;23.500.000
1671;61.210.629;23.000.000
1672;61.210.629;22.500.000
1673;61.210.629;22.000.000
1674;61.210.629;21.500.000
1675;61.210.629;21.000.000
1676;61.210.629;20.500.000
1677;61.210.629;20.000.000
1678;61.210.629;19.500.000
1679;61.210.629;19.000.000
1680;61.210.629;18.500.000
1681;61.210.629;18.000.000
1682;61.210.629;17.500.000
1683;61.210.629;17.000.000
1684;61.210.629;16.500.000
1685;61.210.629;16.000.000
1686;61.210.629;15.500.000
1687;61.210.629;15.000.000
1688;61.210.629;14.500.000
1689;61.210.629;14.000.000
1690;61.210.629;13.500.000
1691;61.210.629;13.000.000
1692;61.210.629;12.500.000
1693;61.210.629;12.000.000
1694;61.210.629;11.500.000
1695;61.210.629;11.000.000
1696;61.210.629;10.500.000
1697;61.210.629;10.000.000
1698;61.210.629;9.500.000
1699;61.210.629;9.000.000
1700;61.210.629;8.500.000
1701;61.210.629;8.000.000
1702;61.210.629;7.500.000
1703;61.210.629;7.000.000
1704;61.210.629;6.500.000
1705;61.210.629;6.000.000
1706;61.210.629;5.500.000
1707;61.210.629;5.000.000
1708;61.210.629;4.500.000
1709;61.210.629;4.000.000
1710;61.210.629;3.500.000
1711;61.210.629;3.000.000
1712;61.210.629;2.500.000
1713;61.210.629;2.000.000
1714;61.210.629;1.500.000
1715;61.210.629;1.000.000
1716;61.210.629; 0.500000
1717;61.210.629; 0.000000
1718;61.110.630; 0.000000
1719;61.010.632; 0.000000
1720;60.910.633; 0.000000
1721;60.810.635; 0.000000
1722;60.710.636; 0.000000
1723;60.610.638; 0.000000
1724;60.510.639; 0.000000
1725;60.410.641; 0.000000
1726;60.310.642; 0.000000
1727;60.210.644; 0.000000
1728;60.110.645; 0.000000
1729;60.010.647; 0.000000
1730;59.910.648; 0.000000
1731;59.810.650; 0.000000
1732;59.710.651; 0.000000
1733;59.610.653; 0.000000
1734;59.510.654; 0.000000
1735;59.410.656; 0.000000
1736;59.310.658; 0.000000
1737;59.210.659; 0.000000
1738;59.110.661; 0.000000
1739;59.010.662; 0.000000
1740;58.910.664; 0.000000
1741;58.810.665; 0.000000
1742;58.710.667; 0.000000
1743;58.610.668; 0.000000
1744;58.510.670; 0.000000
1745;58.410.671; 0.000000
1746;58.310.673; 0.000000
1747;58.210.674; 0.000000
1748;58.110.676; 0.000000
1749;58.010.677; 0.000000
1750;57.910.679; 0.000000
1751;57.810.680; 0.000000
1752;57.710.682; 0.000000
1753;57.610.683; 0.000000
1754;57.510.685; 0.000000
1755;57.410.686; 0.000000
1756;57.310.688; 0.000000
1757;57.210.690; 0.000000
1758;57.110.691; 0.000000
1759;57.010.693; 0.000000
1760;56.910.694; 0.000000
1761;56.810.696; 0.000000
1762;56.710.697; 0.000000
1763;56.610.699; 0.000000
1764;56.510.700; 0.000000
1765;56.410.702; 0.000000
1766;56.310.703; 0.000000
1767;56.210.705; 0.000000
1768;56.110.706; 0.000000
1769;56.010.708; 0.000000
1770;55.910.709; 0.000000
1771;55.810.711; 0.000000
1772;55.710.712; 0.000000
1773;55.610.714; 0.000000
1774;55.510.715; 0.000000
1775;55.410.717; 0.000000
1776;55.310.719; 0.000000
1777;55.210.720; 0.000000
1778;55.110.722; 0.000000
1779;55.010.723; 0.000000
1780;54.910.725; 0.000000
1781;54.810.726; 0.000000
1782;54.710.728; 0.000000
1783;54.610.729; 0.000000
1784;54.510.731; 0.000000
1785;54.410.732; 0.000000
1786;54.310.734; 0.000000
1787;54.210.735; 0.000000
1788;54.110.737; 0.000000
1789;54.010.738; 0.000000
1790;53.910.740; 0.000000
1791;53.810.741; 0.000000
1792;53.710.743; 0.000000
1793;53.610.744; 0.000000
1794;53.510.746; 0.000000
1795;53.410.748; 0.000000
1796;53.310.749; 0.000000
1797;53.210.751; 0.000000
1798;53.110.752; 0.000000
1799;53.010.754; 0.000000
1800;52.910.755; 0.000000
1801;52.810.757; 0.000000
1802;52.710.758; 0.000000
1803;52.610.760; 0.000000
1804;52.510.761; 0.000000
1805;52.410.763; 0.000000
1806;52.310.764; 0.000000
1807;52.210.766; 0.000000
1808;52.110.767; 0.000000
1809;52.010.769; 0.000000
1810;51.910.770; 0.000000
1811;51.810.772; 0.000000
1812;51.710.773; 0.000000
1813;51.610.775; 0.000000
1814;51.510.777; 0.000000
1815;51.410.778; 0.000000
1816;51.310.780; 0.000000
1817;51.210.781; 0.000000
1818;51.110.783; 0.000000
1819;51.010.784; 0.000000
1820;50.910.786; 0.000000
1821;50.810.787; 0.000000
1822;50.710.789; 0.000000
1823;50.610.790; 0.000000
1824;50.510.792; 0.000000
1825;50.410.793; 0.000000
1826;50.310.795; 0.000000
1827;50.210.796; 0.000000
1828;50.110.798; 0.000000
1829;50.010.799; 0.000000
1830;49.910.801; 0.000000
1831;49.810.802; 0.000000
1832;49.710.804; 0.000000
1833;49.610.806; 0.000000
1834;49.510.807; 0.000000
1835;49.410.809; 0.000000
1836;49.310.810; 0.000000
1837;49.210.812; 0.000000
1838;49.110.813; 0.000000
1839;49.010.815; 0.000000
1840;48.910.816; 0.000000
1841;48.810.818; 0.000000
1842;48.710.819; 0.000000
1843;48.610.821; 0.000000
1844;48.510.822; 0.000000
1845;48.410.824; 0.000000
1846;48.310.825; 0.000000
1847;48.210.827; 0.000000
1848;48.110.828; 0.000000
1849;48.010.830; 0.000000
1850;47.910.831; 0.000000
1851;47.810.833; 0.000000
1852;47.710.835; 0.000000
1853;47.610.836; 0.000000
1854;47.510.838; 0.000000
1855;47.410.839; 0.000000
1856;47.310.841; 0.000000
1857;47.210.842; 0.000000
1858;47.110.844; 0.000000
1859;47.010.845; 0.000000
1860;46.910.847; 0.000000
1861;46.810.848; 0.000000
1862;46.710.850; 0.000000
1863;46.610.851; 0.000000
1864;46.510.853; 0.000000
1865;46.410.854; 0.000000
1866;46.310.856; 0.000000
1867;46.210.857; 0.000000
1868;46.110.859; 0.000000
1869;46.010.860; 0.000000
1870;45.910.862; 0.000000
1871;45.810.863; 0.000000
1872;45.710.865; 0.000000
1873;45.610.867; 0.000000
1874;45.510.868; 0.000000
1875;45.410.870; 0.000000
1876;45.310.871; 0.000000
1877;45.210.873; 0.000000
1878;45.110.874; 0.000000
1879;45.010.876; 0.000000
1880;44.910.877; 0.000000
1881;44.810.879; 0.000000
1882;44.710.880; 0.000000
1883;44.610.882; 0.000000
1884;44.510.883; 0.000000
1885;44.410.885; 0.000000
1886;44.310.886; 0.000000
1887;44.210.888; 0.000000
1888;44.110.889; 0.000000
1889;44.010.891; 0.000000
1890;43.910.892; 0.000000
1891;43.810.894; 0.000000
1892;43.710.896; 0.000000
1893;43.610.897; 0.000000
1894;43.510.899; 0.000000
1895;43.410.900; 0.000000
1896;43.310.902; 0.000000
1897;43.210.903; 0.000000
1898;43.110.905; 0.000000
1899;43.010.906; 0.000000
1900;42.910.908; 0.000000
1901;42.810.909; 0.000000
1902;42.710.911; 0.000000
1903;42.610.912; 0.000000
1904;42.510.914; 0.000000
1905;42.410.915; 0.000000
1906;42.310.917; 0.000000
1907;42.210.918; 0.000000
1908;42.110.920; 0.000000
1909;42.010.921; 0.000000
1910;41.910.923; 0.000000
1911;41.810.925; 0.000000
1912;41.710.926; 0.000000
1913;41.610.928; 0.000000
1914;41.510.929; 0.000000
1915;41.410.931; 0.000000
1916;41.310.932; 0.000000
1917;41.210.934; 0.000000
1918;41.110.935; 0.000000
1919;41.010.937; 0.000000
1920;40.910.938; 0.000000
1921;40.810.940; 0.000000
1922;40.710.941; 0.000000
1923;40.610.943; 0.000000
1924;40.510.944; 0.000000
